City_PK,State,City_Village,latitude,longitude
Urmar Tanda|Punjab,Punjab,Urmar Tanda,31.6727979,75.6376194
Bhogpur|Punjab,Punjab,Bhogpur,31.5536751,75.6419145
Adampur|Punjab,Punjab,Adampur,31.4310724,75.7161526
Alawalpur|Punjab,Punjab,Alawalpur,31.4319634,75.6558305
Dhin|Punjab,Punjab,Dhin,31.2650424,75.6120795
Jalandhar|Punjab,Punjab,Jalandhar,31.3323762,75.576889
Khambra|Punjab,Punjab,Khambra,31.2744042,75.555071
Sansarpur|Punjab,Punjab,Sansarpur,31.2705779,75.6205881
Sufipind|Punjab,Punjab,Sufipind,31.2700786,75.6384329
Kartarpur|Punjab,Punjab,Kartarpur,31.4397157,75.4989077
Raipur Rasulpur|Punjab,Punjab,Raipur Rasulpur,31.4021013,75.5988029
Sarai Khas|Punjab,Punjab,Sarai Khas,31.4089852,75.5110086
Nakodar|Punjab,Punjab,Nakodar,31.1264364,75.4761382
Apra|Punjab,Punjab,Apra,31.0856331,75.8783964
Goraya|Punjab,Punjab,Goraya,31.1208324,75.7787046
Jandiala Jalandhar|Punjab,Punjab,Jandiala Jalandhar,31.1596218,75.617373
Nurmahal|Punjab,Punjab,Nurmahal,31.095912,75.5927181
Phillaur|Punjab,Punjab,Phillaur,31.018294,75.7839116
Lohian Khas|Punjab,Punjab,Lohian Khas,31.1654311,75.1964924
Shahkot|Punjab,Punjab,Shahkot,31.0831064,75.3366711
Begowal|Punjab,Punjab,Begowal,31.6110204,75.5209241
Bhulath|Punjab,Punjab,Bhulath,31.6120467,75.5171202
Dhilwan|Punjab,Punjab,Dhilwan,31.514313,75.3446674
Hussainpur|Punjab,Punjab,Hussainpur,31.3199757,75.3353875
Kapurthala|Punjab,Punjab,Kapurthala,31.25,75.25
Phagwara|Punjab,Punjab,Phagwara,31.2206734,75.7696463
Sultanpur|Punjab,Punjab,Sultanpur,31.25784405,75.17907323
Jagraon|Punjab,Punjab,Jagraon,30.8041704,75.4753645
Khanna|Punjab,Punjab,Khanna,30.700625,76.2220763
Ahmedgarh|Punjab,Punjab,Ahmedgarh,30.6733383,75.7988817
Ludhiana|Punjab,Punjab,Ludhiana,30.9090157,75.851601
Sahnewal|Punjab,Punjab,Sahnewal,30.8402061,75.983601
Baddowal|Punjab,Punjab,Baddowal,30.8600777,75.7450644
Jodhan|Punjab,Punjab,Jodhan,30.795177,75.7565277
Mullanpur Dakha|Punjab,Punjab,Mullanpur Dakha,30.8435194,75.6722807
Doraha|Punjab,Punjab,Doraha,30.7988727,76.0372906
Maloud|Punjab,Punjab,Maloud,30.6335179,75.9359765
Payal|Punjab,Punjab,Payal,30.7220819,76.0591435
Akalgarh|Punjab,Punjab,Akalgarh,30.7591702,75.6441168
Halwara|Punjab,Punjab,Halwara,30.7250077,75.6425892
Raikot|Punjab,Punjab,Raikot,30.6496526,75.5993128
Machhiwara|Punjab,Punjab,Machhiwara,30.9154607,76.1992887
Samrala|Punjab,Punjab,Samrala,30.8368764,76.1913755
Amargarh|Punjab,Punjab,Amargarh,30.4634148,76.0115571
Malerkotla|Punjab,Punjab,Malerkotla,30.533129,75.8807604
Bareta|Punjab,Punjab,Bareta,29.8615817,75.6914815
Budhlada|Punjab,Punjab,Budhlada,29.9255593,75.549854
Bhikhi|Punjab,Punjab,Bhikhi,30.0591052,75.5346778
Mansa|Punjab,Punjab,Mansa,29.9946852,75.4022224
Sardulgarh|Punjab,Punjab,Sardulgarh,29.6934466,75.23753
Bhagha Purana|Punjab,Punjab,Bhagha Purana,30.6856791,75.0940031
Dharamkot|Punjab,Punjab,Dharamkot,30.9432095,75.2327764
Kot Ise Khan|Punjab,Punjab,Kot Ise Khan,30.9430954,75.13724
Kalan|Punjab,Punjab,Kalan,30.9324397,75.3503653
Moga|Punjab,Punjab,Moga,30.8223408,75.1730967
Badhni Kalan|Punjab,Punjab,Badhni Kalan,30.6802082,75.2903773
Kot|Punjab,Punjab,Kot,32.3894299,75.7197039
Bungal|Punjab,Punjab,Bungal,32.3319415,75.7555204
Ghoh|Punjab,Punjab,Ghoh,32.3294684,75.6688104
Jugial|Punjab,Punjab,Jugial,32.3839677,75.685452
Mamun|Punjab,Punjab,Mamun,32.2828147,75.7026686
Manwal|Punjab,Punjab,Manwal,32.2977233,75.6702647
Narot Mehra|Punjab,Punjab,Narot Mehra,32.2671947,75.5646515
Pathankot|Punjab,Punjab,Pathankot,32.2692452,75.6528858
Sarna|Punjab,Punjab,Sarna,32.2532468,75.5783538
Sujanpur|Punjab,Punjab,Sujanpur,32.31549,75.606966
Tharial|Punjab,Punjab,Tharial,32.3556861,75.6077147
Bhadson|Punjab,Punjab,Bhadson,30.5064737,76.2451478
Nabha|Punjab,Punjab,Nabha,30.3739948,76.1528674
Patiala|Punjab,Punjab,Patiala,30.3295605,76.4127819
Rurki Kasba|Punjab,Punjab,Rurki Kasba,30.3680518,76.4808893
Sanaur|Punjab,Punjab,Sanaur,30.3016735,76.4569821
Ghagga|Punjab,Punjab,Ghagga,30.0206889,76.1052561
Patran|Punjab,Punjab,Patran,29.9554252,76.0516968
Ghanaur|Punjab,Punjab,Ghanaur,30.3312684,76.6120004
Rajpura|Punjab,Punjab,Rajpura,30.4776857,76.5937658
Samana|Punjab,Punjab,Samana,30.1552451,76.2024326
Anandpur Sahib|Punjab,Punjab,Anandpur Sahib,31.2346773,76.4973104
Chamkaur Sahib|Punjab,Punjab,Chamkaur Sahib,30.8971758,76.4116372
Morinda|Punjab,Punjab,Morinda,30.7908462,76.4984505
Nangal|Punjab,Punjab,Nangal,31.3837484,76.3754353
Kotla Nihang|Punjab,Punjab,Kotla Nihang,30.9532114,76.538186
Nehon|Punjab,Punjab,Nehon,31.0399728,76.5806097
Rupnagar|Punjab,Punjab,Rupnagar,30.983333,76.516667
Bhawanigarh|Punjab,Punjab,Bhawanigarh,30.2623648,76.041332
Dhuri|Punjab,Punjab,Dhuri,30.3708266,75.8647369
Dirba|Punjab,Punjab,Dirba,30.0722475,75.9952782
Lehragaga|Punjab,Punjab,Lehragaga,29.9371188,75.8000781
Khanauri|Punjab,Punjab,Khanauri,29.8326902,76.113789
Moonak|Punjab,Punjab,Moonak,29.8200935,75.8912372
Longowal|Punjab,Punjab,Longowal,30.1942109,75.6798604
Sangrur|Punjab,Punjab,Sangrur,30.2432006,75.8358123
Cheema|Punjab,Punjab,Cheema,30.1004003,75.6781356
Sunam|Punjab,Punjab,Sunam,30.134004,75.8062777
Bhankarpur|Punjab,Punjab,Bhankarpur,30.606039,76.8338952
Daper|Punjab,Punjab,Daper,30.5209905,76.8140693
Dera Bassi|Punjab,Punjab,Dera Bassi,30.5886835,76.8470955
Lalru|Punjab,Punjab,Lalru,30.4928634,76.8019683
Mohali|Punjab,Punjab,Mohali,30.709046,76.723823
Mubarakpur|Punjab,Punjab,Mubarakpur,30.6182471,76.8634479
Zirakpur|Punjab,Punjab,Zirakpur,30.6425496,76.8173359
Karoran|Punjab,Punjab,Karoran,30.8010168,76.8288489
Kharar|Punjab,Punjab,Kharar,30.7498676,76.6411094
Kurali|Punjab,Punjab,Kurali,30.8307681,76.5800987
Mullanpur Garib Dass|Punjab,Punjab,Mullanpur Garib Dass,30.7993242,76.7423445
New Chandigarh|Punjab,Punjab,New Chandigarh,30.8087649,76.7264373
Banur|Punjab,Punjab,Banur,30.5595843,76.6981987
Balachaur|Punjab,Punjab,Balachaur,31.0634777,76.2959789
Rail|Punjab,Punjab,Rail,30.9977082,76.4736602
Banga|Punjab,Punjab,Banga,31.1859373,75.9939111
Aur|Punjab,Punjab,Aur,31.0679238,76.0014975
Nawanshahr|Punjab,Punjab,Nawanshahr,31.1256744,76.1159294
Rahon|Punjab,Punjab,Rahon,31.0538171,76.1161901
Saloh|Punjab,Punjab,Saloh,31.1066913,76.130076
Giddarbaha|Punjab,Punjab,Giddarbaha,30.2051335,74.6635003
Malaut|Punjab,Punjab,Malaut,30.186752,74.4955711
Bariwala|Punjab,Punjab,Bariwala,30.5377208,74.6534299
Maraar Kalan|Punjab,Punjab,Maraar Kalan,30.5496774,74.6802956
Muktsar|Punjab,Punjab,Muktsar,30.4787992,74.5147059
Bhikhiwind|Punjab,Punjab,Bhikhiwind,31.3453907,74.6926546
Khemkaran|Punjab,Punjab,Khemkaran,31.14649015,74.56427355
Goindwal|Punjab,Punjab,Goindwal,31.39,75.1475018
Patti|Punjab,Punjab,Patti,31.2802361,74.8551871
Tarn Taran|Punjab,Punjab,Tarn Taran,31.351007,75.1501011
Ajmer|Rajasthan,Rajasthan,Ajmer,26.4691,74.639
Beawar|Rajasthan,Rajasthan,Beawar,26.0992137,74.3127044
Kekri|Rajasthan,Rajasthan,Kekri,25.974212,75.1545672
Kishangarh|Rajasthan,Rajasthan,Kishangarh,26.5885585,74.861097
Bangur Nagar|Rajasthan,Rajasthan,Bangur Nagar,26.0811737,74.3808608
Rani Sagar RIICO|Rajasthan,Rajasthan,Rani Sagar RIICO,26.4498954,74.6399163
Nasirabad|Rajasthan,Rajasthan,Nasirabad,26.297039,74.7369464
Pushkar|Rajasthan,Rajasthan,Pushkar,26.4876472,74.5578484
Sarwar|Rajasthan,Rajasthan,Sarwar,26.0636337,75.0130175
Baral|Rajasthan,Rajasthan,Baral,25.9624676,74.1834458
Bijainagar|Rajasthan,Rajasthan,Bijainagar,25.9292873,74.6523215
Alwar|Rajasthan,Rajasthan,Alwar,27.5,76.5
Behror|Rajasthan,Rajasthan,Behror,27.8900657,76.2858227
Govindgarh Alwar|Rajasthan,Rajasthan,Govindgarh Alwar,27.5047288,76.9988322
Kherli|Rajasthan,Rajasthan,Kherli,27.202183,77.0371372
Khairthal|Rajasthan,Rajasthan,Khairthal,27.7988498,76.6433325
Kishangarh Alwar|Rajasthan,Rajasthan,Kishangarh Alwar,27.8040251,76.71422931
Neemrana|Rajasthan,Rajasthan,Neemrana,27.9921616,76.3856561
Shahjahanpur|Rajasthan,Rajasthan,Shahjahanpur,27.9953109,76.4508962
Rajgarh Alwar|Rajasthan,Rajasthan,Rajgarh Alwar,27.2368043,76.6226801
Ramgarh Alwar|Rajasthan,Rajasthan,Ramgarh Alwar,27.5849727,76.8130857
Bhiwadi|Rajasthan,Rajasthan,Bhiwadi,28.2039413,76.837441
Tapukara|Rajasthan,Rajasthan,Tapukara,28.1106824,76.8313589
Sariska|Rajasthan,Rajasthan,Sariska,27.3927313,76.3763169
Tijara|Rajasthan,Rajasthan,Tijara,27.9350861,76.8522328
Banswara|Rajasthan,Rajasthan,Banswara,23.5,74.333333
Garhi|Rajasthan,Rajasthan,Garhi,23.5908458,74.1482413
Partapur|Rajasthan,Rajasthan,Partapur,23.5931445,74.1752202
Kushalgarh|Rajasthan,Rajasthan,Kushalgarh,23.1990144,74.4520656
Antah|Rajasthan,Rajasthan,Antah,25.1557722,76.296786
Atru|Rajasthan,Rajasthan,Atru,24.877725,76.6698362
Kawai|Rajasthan,Rajasthan,Kawai,24.7561169,76.7344344
Kherliganj|Rajasthan,Rajasthan,Kherliganj,24.8784463,76.6557102
Baran|Rajasthan,Rajasthan,Baran,25.0981904,76.5169876
Sundlak RIICO Baran|Rajasthan,Rajasthan,Sundlak RIICO Baran,25.1126823,76.4505243
Chhabra|Rajasthan,Rajasthan,Chhabra,24.6685519,76.8478646
Chhipabarod|Rajasthan,Rajasthan,Chhipabarod,24.6218085,76.7108044
Mangrol|Rajasthan,Rajasthan,Mangrol,25.3307117,76.5120394
Barmer|Rajasthan,Rajasthan,Barmer,25.75,71.5
Utarlai|Rajasthan,Rajasthan,Utarlai,25.8139464,71.4688443
Dhorimanna|Rajasthan,Rajasthan,Dhorimanna,25.2039581,71.4385071
Balotra|Rajasthan,Rajasthan,Balotra,25.834763,72.2410908
Samdari|Rajasthan,Rajasthan,Samdari,25.8135036,72.5791014
Mokalsar|Rajasthan,Rajasthan,Mokalsar,25.6052408,72.5129369
Siwana|Rajasthan,Rajasthan,Siwana,25.6497164,72.4209004
Bayana|Rajasthan,Rajasthan,Bayana,26.9059419,77.2924498
Bharatpur|Rajasthan,Rajasthan,Bharatpur,27.2154447,77.4986962
Bhusawar|Rajasthan,Rajasthan,Bhusawar,27.0360901,77.0522581
Deeg|Rajasthan,Rajasthan,Deeg,27.4773321,77.3257027
Kaman|Rajasthan,Rajasthan,Kaman,27.6526038,77.2696401
Kumher|Rajasthan,Rajasthan,Kumher,27.3152709,77.3789964
Nadbai|Rajasthan,Rajasthan,Nadbai,27.2156849,77.1982449
Nagar|Rajasthan,Rajasthan,Nagar,27.4216563,77.100411
Weir|Rajasthan,Rajasthan,Weir,27.0179768,77.174077
Asind|Rajasthan,Rajasthan,Asind,25.7339012,74.3321514
Banera|Rajasthan,Rajasthan,Banera,25.5057196,74.6744335
Raila|Rajasthan,Rajasthan,Raila,25.6340979,74.6134758
Beejoliya Kalan|Rajasthan,Rajasthan,Beejoliya Kalan,25.1635904,75.3266416
Bhilwara|Rajasthan,Rajasthan,Bhilwara,25.5,74.75
Hamirgarh|Rajasthan,Rajasthan,Hamirgarh,25.1874787,74.6175833
Hamirgarh Growth Centre RIICO|Rajasthan,Rajasthan,Hamirgarh Growth Centre RIICO,25.2206272,74.6311569
Gulabpura|Rajasthan,Rajasthan,Gulabpura,25.9060534,74.6599022
Jahazpur|Rajasthan,Rajasthan,Jahazpur,25.6184712,75.2771126
Bigod|Rajasthan,Rajasthan,Bigod,25.2592328,75.0089364
Mandalgarh|Rajasthan,Rajasthan,Mandalgarh,25.2042068,75.0933197
Gangapur|Rajasthan,Rajasthan,Gangapur,25.2154661,74.2639828
Shahpura Bhilwara|Rajasthan,Rajasthan,Shahpura Bhilwara,25.625258,74.9274576
Bikaner|Rajasthan,Rajasthan,Bikaner,28.0159286,73.3171367
Deshnoke|Rajasthan,Rajasthan,Deshnoke,27.7986365,73.3446504
Napasar|Rajasthan,Rajasthan,Napasar,27.9616924,73.5601303
Khajuwala|Rajasthan,Rajasthan,Khajuwala,28.7070054,72.5941081
Kolayat|Rajasthan,Rajasthan,Kolayat,27.8353425,72.9592801
Lunkaransar|Rajasthan,Rajasthan,Lunkaransar,28.4885,73.752
Nokha|Rajasthan,Rajasthan,Nokha,27.5574906,73.472363
Dungargarh|Rajasthan,Rajasthan,Dungargarh,28.0331789,73.99134592
Bundi|Rajasthan,Rajasthan,Bundi,25.5,75.833333
Indragarh|Rajasthan,Rajasthan,Indragarh,25.7283498,76.191368
Lakheri|Rajasthan,Rajasthan,Lakheri,25.6730413,76.1922423
Sumerganj Mandi|Rajasthan,Rajasthan,Sumerganj Mandi,25.7297917,76.2305045
Kaprain|Rajasthan,Rajasthan,Kaprain,25.4053256,76.0727708
Keshoraipatan|Rajasthan,Rajasthan,Keshoraipatan,25.2915232,75.9399658
Nainwa|Rajasthan,Rajasthan,Nainwa,25.7698671,75.8541304
Budhpura|Rajasthan,Rajasthan,Budhpura,25.1050505,75.4551744
Talera|Rajasthan,Rajasthan,Talera,25.3164866,75.7299916
Bari Sadri|Rajasthan,Rajasthan,Bari Sadri,24.4155188,74.4751013
Begun|Rajasthan,Rajasthan,Begun,24.9860286,75.0132209
Chittorgarh|Rajasthan,Rajasthan,Chittorgarh,24.8837157,74.6244155
Sawa|Rajasthan,Rajasthan,Sawa,24.758601,74.5782851
Kapasan|Rajasthan,Rajasthan,Kapasan,24.8877449,74.3123201
Nimbahera|Rajasthan,Rajasthan,Nimbahera,24.6258698,74.6866837
Rawatbhata|Rajasthan,Rajasthan,Rawatbhata,24.9345886,75.5883278
Bidasar|Rajasthan,Rajasthan,Bidasar,27.8353916,74.317423
Churu|Rajasthan,Rajasthan,Churu,28.5,74.5
Ratannagar|Rajasthan,Rajasthan,Ratannagar,28.2135753,74.9538851
Rajgarh|Rajasthan,Rajasthan,Rajgarh,28.6415386,75.3852992
Rajaldesar|Rajasthan,Rajasthan,Rajaldesar,28.0283877,74.4736238
Ratangarh|Rajasthan,Rajasthan,Ratangarh,28.0749601,74.6243533
Sardarshahar|Rajasthan,Rajasthan,Sardarshahar,28.4403,74.4895
Chhapar|Rajasthan,Rajasthan,Chhapar,27.8178069,74.4427888
Salasar|Rajasthan,Rajasthan,Salasar,27.7250572,74.7239399
Sujangarh|Rajasthan,Rajasthan,Sujangarh,27.7011154,74.4649358
Taranagar|Rajasthan,Rajasthan,Taranagar,28.6707787,75.0361419
Bandikui|Rajasthan,Rajasthan,Bandikui,27.0457102,76.5752695
Dausa|Rajasthan,Rajasthan,Dausa,26.893342,76.3376514
Lalsot|Rajasthan,Rajasthan,Lalsot,26.5630662,76.3281328
Mahwa|Rajasthan,Rajasthan,Mahwa,27.0471366,76.928784
Mandawar|Rajasthan,Rajasthan,Mandawar,27.1562093,76.8521654
Mehandipur|Rajasthan,Rajasthan,Mehandipur,26.948278,76.7940044
Bari|Rajasthan,Rajasthan,Bari,26.6467899,77.6153017
Dholpur|Rajasthan,Rajasthan,Dholpur,26.6904666,77.9002904
Rajakhera|Rajasthan,Rajasthan,Rajakhera,26.8946488,78.1706939
Sarmathura|Rajasthan,Rajasthan,Sarmathura,26.5117282,77.3697672
Bichhiwara|Rajasthan,Rajasthan,Bichhiwara,23.7848195,73.5215152
Dungarpur|Rajasthan,Rajasthan,Dungarpur,23.666667,73.75
Galiakot|Rajasthan,Rajasthan,Galiakot,23.5442268,74.0052761
Sagwara|Rajasthan,Rajasthan,Sagwara,23.6733339,74.0249551
Simalwara|Rajasthan,Rajasthan,Simalwara,23.5671103,73.7433908
Bhadra|Rajasthan,Rajasthan,Bhadra,29.1012943,75.1675355
Hanumangarh|Rajasthan,Rajasthan,Hanumangarh,29.5760254,74.3342203
Nohar|Rajasthan,Rajasthan,Nohar,29.1841366,74.7691392
Pilibanga|Rajasthan,Rajasthan,Pilibanga,29.4916223,74.0790249
Rawatsar|Rajasthan,Rajasthan,Rawatsar,29.2631,74.4016
Sangaria|Rajasthan,Rajasthan,Sangaria,29.7931482,74.4663078
Jaipur|Rajasthan,Rajasthan,Jaipur,26.9154576,75.8189817
Jugalpura|Rajasthan,Rajasthan,Jugalpura,27.5995586,75.676082
Baskhoh|Rajasthan,Rajasthan,Baskhoh,26.8309737,76.1517978
Bassi|Rajasthan,Rajasthan,Bassi,26.8349177,76.0499664
Chaksu|Rajasthan,Rajasthan,Chaksu,26.6059831,75.9430338
Chomu|Rajasthan,Rajasthan,Chomu,27.1725,75.7215
Govindgarh|Rajasthan,Rajasthan,Govindgarh,27.2477622,75.6513941
Jamwa Ramgarh|Rajasthan,Rajasthan,Jamwa Ramgarh,27.0228991,76.0100376
Jobner|Rajasthan,Rajasthan,Jobner,26.973031,75.3869944
Kishangarh Renwal|Rajasthan,Rajasthan,Kishangarh Renwal,27.1597154,75.3593637
Kotputli|Rajasthan,Rajasthan,Kotputli,27.707172,76.1996447
Renwal|Rajasthan,Rajasthan,Renwal,27.1597154,75.3593637
Dudu|Rajasthan,Rajasthan,Dudu,26.6811224,75.2320764
Phulera|Rajasthan,Rajasthan,Phulera,26.8750866,75.2455501
Sambhar|Rajasthan,Rajasthan,Sambhar,26.9110014,75.1848367
Bagru|Rajasthan,Rajasthan,Bagru,26.8087953,75.5423119
Manoharpur|Rajasthan,Rajasthan,Manoharpur,27.2984347,75.9517562
Shahpura|Rajasthan,Rajasthan,Shahpura,27.3690805,75.89017226
Viratnagar|Rajasthan,Rajasthan,Viratnagar,27.4344941,76.1823431
Jaisalmer|Rajasthan,Rajasthan,Jaisalmer,26.921761,70.9191144
Pokaran|Rajasthan,Rajasthan,Pokaran,26.9198813,71.9197573
Ahore|Rajasthan,Rajasthan,Ahore,25.3723379,72.7776873
Bhinmal|Rajasthan,Rajasthan,Bhinmal,25.0085128,72.2624706
Bishangarh|Rajasthan,Rajasthan,Bishangarh,25.4480223,72.5737187
Jalore|Rajasthan,Rajasthan,Jalore,25.34999455,72.62958357
Sanchore|Rajasthan,Rajasthan,Sanchore,24.7517368,71.7762183
Aklera|Rajasthan,Rajasthan,Aklera,24.4150218,76.5663056
Jhalawar|Rajasthan,Rajasthan,Jhalawar,24.416667,76.25
Jhalrapatan|Rajasthan,Rajasthan,Jhalrapatan,24.5419929,76.1735064
Bakani|Rajasthan,Rajasthan,Bakani,24.2865186,76.2362147
Kolvi Mandi Rajendrapur|Rajasthan,Rajasthan,Kolvi Mandi Rajendrapur,23.9492118,75.5931643
Khanpur|Rajasthan,Rajasthan,Khanpur,24.7337603,76.392499
Manoharthana|Rajasthan,Rajasthan,Manoharthana,24.2355768,76.8066683
Bhawani Mandi|Rajasthan,Rajasthan,Bhawani Mandi,24.4165267,75.833981
Pirawa|Rajasthan,Rajasthan,Pirawa,24.1614951,76.0337764
Singhana|Rajasthan,Rajasthan,Singhana,28.0984101,75.8388698
Chirawa|Rajasthan,Rajasthan,Chirawa,28.2415999,75.6499025
Baggar|Rajasthan,Rajasthan,Baggar,28.1740463,75.5048455
Islampur|Rajasthan,Rajasthan,Islampur,28.149101,75.533771
Jhunjhunu|Rajasthan,Rajasthan,Jhunjhunu,28.1177336,75.3853445
Malsisar|Rajasthan,Rajasthan,Malsisar,28.3594056,75.2981824
Babai|Rajasthan,Rajasthan,Babai,27.8873095,75.7662195
Gothra|Rajasthan,Rajasthan,Gothra,27.8045166,75.3383027
Khetri|Rajasthan,Rajasthan,Khetri,28.1264746,75.3949504
Bissau|Rajasthan,Rajasthan,Bissau,28.2448188,75.0757157
Mandawa|Rajasthan,Rajasthan,Mandawa,28.0554639,75.1504758
Nooan|Rajasthan,Rajasthan,Nooan,28.0411994,75.2770721
Mukandgarh|Rajasthan,Rajasthan,Mukandgarh,27.9547254,75.2187346
Nawalgarh|Rajasthan,Rajasthan,Nawalgarh,27.8484646,75.2635097
BITS Pilani Campus|Rajasthan,Rajasthan,BITS Pilani Campus,28.3588163,75.5880204
Pilani Town|Rajasthan,Rajasthan,Pilani Town,28.3802101,75.6091696
Surajgarh|Rajasthan,Rajasthan,Surajgarh,28.3074747,75.7313342
Udaipurwati|Rajasthan,Rajasthan,Udaipurwati,27.7303717,75.4752537
Bilara|Rajasthan,Rajasthan,Bilara,26.1818418,73.708888
Jodhpur|Rajasthan,Rajasthan,Jodhpur,26.2967719,73.0351433
Kinchan|Rajasthan,Rajasthan,Kinchan,27.1382986,72.4110196
Phalodi|Rajasthan,Rajasthan,Phalodi,27.1294121,72.3649644
Pipar City|Rajasthan,Rajasthan,Pipar City,26.385203,73.5382451
Mathania|Rajasthan,Rajasthan,Mathania,26.5296422,72.9805648
Hindaun|Rajasthan,Rajasthan,Hindaun,26.7325006,77.0363121
Karauli|Rajasthan,Rajasthan,Karauli,26.4956,77.0275
Sapotra|Rajasthan,Rajasthan,Sapotra,26.2922765,76.7535781
Todabhim|Rajasthan,Rajasthan,Todabhim,26.9181613,76.8137573
Kaithoon|Rajasthan,Rajasthan,Kaithoon,25.1256552,75.9700951
Kota|Rajasthan,Rajasthan,Kota,25.1737019,75.8574194
Chechat|Rajasthan,Rajasthan,Chechat,24.764992,75.8871173
Khairabad|Rajasthan,Rajasthan,Khairabad,24.6592058,75.9303975
Kumbhkot|Rajasthan,Rajasthan,Kumbhkot,24.6401893,75.9852684
Modak|Rajasthan,Rajasthan,Modak,24.7264052,75.9719892
Ramganj Mandi|Rajasthan,Rajasthan,Ramganj Mandi,24.6453169,75.9430409
Satalkheri|Rajasthan,Rajasthan,Satalkheri,24.65423,75.978444
Suket|Rajasthan,Rajasthan,Suket,24.6473824,76.0438211
Udpura|Rajasthan,Rajasthan,Udpura,24.7298022,75.9917366
Sangod|Rajasthan,Rajasthan,Sangod,24.9251835,76.2861027
Goredi Chancha|Rajasthan,Rajasthan,Goredi Chancha,26.8958747,74.3222498
Jhagarwas|Rajasthan,Rajasthan,Jhagarwas,26.915163,74.3135834
Didwana|Rajasthan,Rajasthan,Didwana,27.4029944,74.577845
Kuchaman City|Rajasthan,Rajasthan,Kuchaman City,27.148303,74.8554425
Ladnu|Rajasthan,Rajasthan,Ladnu,27.6418,74.3949
Borawar|Rajasthan,Rajasthan,Borawar,27.0283968,74.6699503
Makrana|Rajasthan,Rajasthan,Makrana,27.0388103,74.7271171
Makrana Village|Rajasthan,Rajasthan,Makrana Village,27.0285581,74.714621
Gothan|Rajasthan,Rajasthan,Gothan,26.6530294,73.736792
Merta City|Rajasthan,Rajasthan,Merta City,26.6480362,74.0335019
Merta Road|Rajasthan,Rajasthan,Merta Road,26.7243947,73.9180415
Kuchera|Rajasthan,Rajasthan,Kuchera,26.9861762,73.9727321
Mundwa|Rajasthan,Rajasthan,Mundwa,27.0628056,73.8216985
Basni Belima|Rajasthan,Rajasthan,Basni Belima,27.1710746,73.6472387
Nagaur|Rajasthan,Rajasthan,Nagaur,27.0237969,74.2037201
Nawa|Rajasthan,Rajasthan,Nawa,27.0214531,75.0027941
Parbatsar|Rajasthan,Rajasthan,Parbatsar,26.8870975,74.7653124
Bali|Rajasthan,Rajasthan,Bali,25.7762813,73.71176
Falna|Rajasthan,Rajasthan,Falna,25.2335457,73.2354341
Rani|Rajasthan,Rajasthan,Rani,25.3478156,73.308225
Sadri|Rajasthan,Rajasthan,Sadri,25.1866458,73.4527029
Jaitaran|Rajasthan,Rajasthan,Jaitaran,26.2031507,73.9382064
Marwar Junction|Rajasthan,Rajasthan,Marwar Junction,25.7259059,73.6097336
Pali|Rajasthan,Rajasthan,Pali,25.75,73.5
Bar|Rajasthan,Rajasthan,Bar,26.0776884,74.1016287
Sojat|Rajasthan,Rajasthan,Sojat,25.9245937,73.6652394
Sojat Road|Rajasthan,Rajasthan,Sojat Road,25.8643593,73.7507988
Sanderao|Rajasthan,Rajasthan,Sanderao,25.3037455,73.1744956
Sumerpur|Rajasthan,Rajasthan,Sumerpur,25.1538056,73.0816488
Takhatgarh|Rajasthan,Rajasthan,Takhatgarh,25.3227221,73.0038692
Chhoti Sadri|Rajasthan,Rajasthan,Chhoti Sadri,24.3829511,74.7013558
Dhariawad|Rajasthan,Rajasthan,Dhariawad,24.1015888,74.4420968
Pratapgarh|Rajasthan,Rajasthan,Pratapgarh,24.0333495,74.7801315
Amet|Rajasthan,Rajasthan,Amet,25.301252,73.9273745
Sardargarh|Rajasthan,Rajasthan,Sardargarh,25.2386405,73.9869975
Bhim|Rajasthan,Rajasthan,Bhim,25.7384145,74.079374
Delwara|Rajasthan,Rajasthan,Delwara,24.7745617,73.7490496
Deogarh|Rajasthan,Rajasthan,Deogarh,25.5295393,73.9089328
Nathdwara|Rajasthan,Rajasthan,Nathdwara,24.9303453,73.8224937
Dariba|Rajasthan,Rajasthan,Dariba,24.9583334,74.1131677
Emri|Rajasthan,Rajasthan,Emri,25.0320474,73.9167988
Kelwa|Rajasthan,Rajasthan,Kelwa,25.1524196,73.8431617
Rajsamand|Rajasthan,Rajasthan,Rajsamand,25.0585825,73.8880816
Kasba Bonli|Rajasthan,Rajasthan,Kasba Bonli,26.3303779,76.2270358
Shiwar|Rajasthan,Rajasthan,Shiwar,26.1978033,76.0329222
Gangapur City|Rajasthan,Rajasthan,Gangapur City,26.4681809,76.7266811
Mahu Kalan|Rajasthan,Rajasthan,Mahu Kalan,26.4662446,76.7322092
Ranthambore|Rajasthan,Rajasthan,Ranthambore,26.0183947,76.45630639
Sawai Madhopur|Rajasthan,Rajasthan,Sawai Madhopur,26.5,76.75
Todra|Rajasthan,Rajasthan,Todra,25.8381097,76.3550457
Bay|Rajasthan,Rajasthan,Bay,27.3132139,75.2948856
Danta|Rajasthan,Rajasthan,Danta,27.2936702,75.1908374
Danta Ramgarh|Rajasthan,Rajasthan,Danta Ramgarh,27.2936702,75.1908374
Khatu|Rajasthan,Rajasthan,Khatu,27.3670196,75.4054129
Losal|Rajasthan,Rajasthan,Losal,27.4004329,74.9182758
